Kode,Level,Uraian,UraianPath,SearchText,parent_kode,grandparent_kode
000.5.2.6,kuartier,bimbingan konsultasi kearsipan,000: umum > 000.5: kearsipan > 000.5.2: pembinaan kearsipan > 000.5.2.6: bimbingan konsultasi kearsipan,umum kearsipan pembinaan kearsipan bimbingan konsultasi kearsipan,000.5.2,000.5
000.5.2.7,kuartier,supervisi dan evaluasi antara lain perencaan supervisi dan evaluasi pelaksanaan supervisi dan evaluasi laporan hasil supervisi dan evaluasi,000: umum > 000.5: kearsipan > 000.5.2: pembinaan kearsipan > 000.5.2.7: supervisi dan evaluasi antara lain perencaan supervisi dan evaluasi pelaksanaan supervisi dan evaluasi laporan hasil supervisi dan evaluasi,umum kearsipan pembinaan kearsipan supervisi dan evaluasi antara lain perencaan supervisi dan evaluasi pelaksanaan supervisi dan evaluasi laporan hasil supervisi dan evaluasi,000.5.2,000.5
000.5.2.8,kuartier,data base bimbingan dan konsultasi dan supervisi,000: umum > 000.5: kearsipan > 000.5.2: pembinaan kearsipan > 000.5.2.8: data base bimbingan dan konsultasi dan supervisi,umum kearsipan pembinaan kearsipan data base bimbingan dan konsultasi dan supervisi,000.5.2,000.5
000.5.2.9,kuartier,fasilitasi kearsipan antara lain fasilitasi sdm kearsipan fasilitasi prasarana dan sarana kearsipan,000: umum > 000.5: kearsipan > 000.5.2: pembinaan kearsipan > 000.5.2.9: fasilitasi kearsipan antara lain fasilitasi sdm kearsipan fasilitasi prasarana dan sarana kearsipan,umum kearsipan pembinaan kearsipan fasilitasi kearsipan antara lain fasilitasi sdm kearsipan fasilitasi prasarana dan sarana kearsipan,000.5.2,000.5
000.5.2.10,kuartier,lembaga atau unit kearsipan teladan antara lain berkas penyelenggaraan pemilihan lembaga atau unit kearsipan teladan berkas penetapan lembaga atau unit kearsipan teladan,000: umum > 000.5: kearsipan > 000.5.2: pembinaan kearsipan > 000.5.2.10: lembaga atau unit kearsipan teladan antara lain berkas penyelenggaraan pemilihan lembaga atau unit kearsipan teladan berkas penetapan lembaga atau unit kearsipan teladan,umum kearsipan pembinaan kearsipan lembaga atau unit kearsipan teladan antara lain berkas penyelenggaraan pemilihan lembaga atau unit kearsipan teladan berkas penetapan lembaga atau unit kearsipan teladan,000.5.2,000.5
000.5.2.11,kuartier,jadwal retensi arsip antara lain berkas usulan persetujuan jra surat persetujuan jra dari kepala anri,000: umum > 000.5: kearsipan > 000.5.2: pembinaan kearsipan > 000.5.2.11: jadwal retensi arsip antara lain berkas usulan persetujuan jra surat persetujuan jra dari kepala anri,umum kearsipan pembinaan kearsipan jadwal retensi arsip antara lain berkas usulan persetujuan jra surat persetujuan jra dari kepala anri,000.5.2,000.5
000.5.3,tersier,pengelolaan arsip dinamis,000: umum > 000.5: kearsipan > 000.5.3: pengelolaan arsip dinamis,umum kearsipan pengelolaan arsip dinamis,000.5,000
000.5.3.1,kuartier,penciptaan antara lain buku registrasi naskah masuk dan keluar buku agenda kartu kendali lembar pengantar atau buku ekspedisi,000: umum > 000.5: kearsipan > 000.5.3: pengelolaan arsip dinamis > 000.5.3.1: penciptaan antara lain buku registrasi naskah masuk dan keluar buku agenda kartu kendali lembar pengantar atau buku ekspedisi,umum kearsipan pengelolaan arsip dinamis penciptaan antara lain buku registrasi naskah masuk dan keluar buku agenda kartu kendali lembar pengantar atau buku ekspedisi,000.5.3,000.5
000.5.3.2,kuartier,pemberkasan arsip aktif antara lain daftar berkas dan daftar isi berkas,000: umum > 000.5: kearsipan > 000.5.3: pengelolaan arsip dinamis > 000.5.3.2: pemberkasan arsip aktif antara lain daftar berkas dan daftar isi berkas,umum kearsipan pengelolaan arsip dinamis pemberkasan arsip aktif antara lain daftar berkas dan daftar isi berkas,000.5.3,000.5
000.5.3.3,kuartier,penataan arsip inaktif antara lain daftar arsip inaktif daftar arsip inaktif tematik,000: umum > 000.5: kearsipan > 000.5.3: pengelolaan arsip dinamis > 000.5.3.3: penataan arsip inaktif antara lain daftar arsip inaktif daftar arsip inaktif tematik,umum kearsipan pengelolaan arsip dinamis penataan arsip inaktif antara lain daftar arsip inaktif daftar arsip inaktif tematik,000.5.3,000.5
000.5.3.4,kuartier,penggunaan antara lain daftar arsip dinamis berdasarkan sistem klasifikasi keamanan dan akses arsip dinamis bukti pemimjaman arsip,000: umum > 000.5: kearsipan > 000.5.3: pengelolaan arsip dinamis > 000.5.3.4: penggunaan antara lain daftar arsip dinamis berdasarkan sistem klasifikasi keamanan dan akses arsip dinamis bukti pemimjaman arsip,umum kearsipan pengelolaan arsip dinamis penggunaan antara lain daftar arsip dinamis berdasarkan sistem klasifikasi keamanan dan akses arsip dinamis bukti pemimjaman arsip,000.5.3,000.5
000.5.3.5,kuartier,autentikasi arsip dinamis antara lain pembuktian autentisitas pendapat tenaga ahli pengujian penetapan autentisitas arsip dinamis,000: umum > 000.5: kearsipan > 000.5.3: pengelolaan arsip dinamis > 000.5.3.5: autentikasi arsip dinamis antara lain pembuktian autentisitas pendapat tenaga ahli pengujian penetapan autentisitas arsip dinamis,umum kearsipan pengelolaan arsip dinamis autentikasi arsip dinamis antara lain pembuktian autentisitas pendapat tenaga ahli pengujian penetapan autentisitas arsip dinamis,000.5.3,000.5
000.5.4,tersier,program arsip vital antara lain identifikasi arsip vital perlindungan dan pengamanan arsip vital penyelamatan arsip vital dan pemulihan arsip vital,000: umum > 000.5: kearsipan > 000.5.4: program arsip vital antara lain identifikasi arsip vital perlindungan dan pengamanan arsip vital penyelamatan arsip vital dan pemulihan arsip vital,umum kearsipan program arsip vital antara lain identifikasi arsip vital perlindungan dan pengamanan arsip vital penyelamatan arsip vital dan pemulihan arsip vital,000.5,000
000.5.5,tersier,pengelolaan arsip terjaga antara lain daftar identifkasi arsip terjaga daftar berkas arsip terjaga daftar isi berkas arsip terjaga surat penetapan autentikasi arsip terjaga surat penyerahan arsip terjaga daftar salinan autentik arsip terjaga berita acara penyerahan salinan autentik arsip terjaga,000: umum > 000.5: kearsipan > 000.5.5: pengelolaan arsip terjaga antara lain daftar identifkasi arsip terjaga daftar berkas arsip terjaga daftar isi berkas arsip terjaga surat penetapan autentikasi arsip terjaga surat penyerahan arsip terjaga daftar salinan autentik arsip terjaga berita acara penyerahan salinan autentik arsip terjaga,umum kearsipan pengelolaan arsip terjaga antara lain daftar identifkasi arsip terjaga daftar berkas arsip terjaga daftar isi berkas arsip terjaga surat penetapan autentikasi arsip terjaga surat penyerahan arsip terjaga daftar salinan autentik arsip terjaga berita acara penyerahan salinan autentik arsip terjaga,000.5,000
000.5.6,tersier,penyusutan arsip,000: umum > 000.5: kearsipan > 000.5.6: penyusutan arsip,umum kearsipan penyusutan arsip,000.5,000
000.5.6.1,kuartier,pemindahan arsip antara lain berita acara pemindahan daftar arsip yang dipindahkan,000: umum > 000.5: kearsipan > 000.5.6: penyusutan arsip > 000.5.6.1: pemindahan arsip antara lain berita acara pemindahan daftar arsip yang dipindahkan,umum kearsipan penyusutan arsip pemindahan arsip antara lain berita acara pemindahan daftar arsip yang dipindahkan,000.5.6,000.5
000.5.6.2,kuartier,pemusnahan arsip antara lain sk penetapan panitia penilai arsip pertimbangan panitia penilai permintaan persetujuan kepala anri untuk pemusnahan arsip dengan retensi sekurang kurangnya 10 tahun atau persetujuan kepala daerah selaku pimpinan pencipta arsip untuk pemusanahan arsip dengan retensi di bawah 10 tahun penetapan arsip yang dimusnahkan berita acara pemusnahan arsip daftar arsip yang dimusnahkan,000: umum > 000.5: kearsipan > 000.5.6: penyusutan arsip > 000.5.6.2: pemusnahan arsip antara lain sk penetapan panitia penilai arsip pertimbangan panitia penilai permintaan persetujuan kepala anri untuk pemusnahan arsip dengan retensi sekurang kurangnya 10 tahun atau persetujuan kepala daerah selaku pimpinan pencipta arsip untuk pemusanahan arsip dengan retensi di bawah 10 tahun penetapan arsip yang dimusnahkan berita acara pemusnahan arsip daftar arsip yang dimusnahkan,umum kearsipan penyusutan arsip pemusnahan arsip antara lain sk penetapan panitia penilai arsip pertimbangan panitia penilai permintaan persetujuan kepala anri untuk pemusnahan arsip dengan retensi sekurang kurangnya 10 tahun atau persetujuan kepala daerah selaku pimpinan pencipta arsip untuk pemusanahan arsip dengan retensi di bawah 10 tahun penetapan arsip yang dimusnahkan berita acara pemusnahan arsip daftar arsip yang dimusnahkan,000.5.6,000.5
000.5.6.3,kuartier,penyerahan arsip statis antara lain pembentukan panitia penilai notulen rapat panitia surat pertimbangan panitia penilai surat persetujuan dari kepala lembaga kearsipan surat pernyataan autentik terpercaya utuh dan digunakan dari pencipta arsip keputusan penetapan penyerahan berita acara penyerahan arsip daftar arsip yang diserahkan,000: umum > 000.5: kearsipan > 000.5.6: penyusutan arsip > 000.5.6.3: penyerahan arsip statis antara lain pembentukan panitia penilai notulen rapat panitia surat pertimbangan panitia penilai surat persetujuan dari kepala lembaga kearsipan surat pernyataan autentik terpercaya utuh dan digunakan dari pencipta arsip keputusan penetapan penyerahan berita acara penyerahan arsip daftar arsip yang diserahkan,umum kearsipan penyusutan arsip penyerahan arsip statis antara lain pembentukan panitia penilai notulen rapat panitia surat pertimbangan panitia penilai surat persetujuan dari kepala lembaga kearsipan surat pernyataan autentik terpercaya utuh dan digunakan dari pencipta arsip keputusan penetapan penyerahan berita acara penyerahan arsip daftar arsip yang diserahkan,000.5.6,000.5
000.5.7,tersier,alih media arsip antara lain kebijakan alih media autentikasi berita acara daftar arsip yang dialihmediakan,000: umum > 000.5: kearsipan > 000.5.7: alih media arsip antara lain kebijakan alih media autentikasi berita acara daftar arsip yang dialihmediakan,umum kearsipan alih media arsip antara lain kebijakan alih media autentikasi berita acara daftar arsip yang dialihmediakan,000.5,000
000.5.8,tersier,data base pengelolaan arsip dinamis,000: umum > 000.5: kearsipan > 000.5.8: data base pengelolaan arsip dinamis,umum kearsipan data base pengelolaan arsip dinamis,000.5,000
000.5.8.1,kuartier,data base pengelolaan arsip aktif,000: umum > 000.5: kearsipan > 000.5.8: data base pengelolaan arsip dinamis > 000.5.8.1: data base pengelolaan arsip aktif,umum kearsipan data base pengelolaan arsip dinamis data base pengelolaan arsip aktif,000.5.8,000.5
000.5.8.2,kuartier,data base pengelolaan arsip inaktif,000: umum > 000.5: kearsipan > 000.5.8: data base pengelolaan arsip dinamis > 000.5.8.2: data base pengelolaan arsip inaktif,umum kearsipan data base pengelolaan arsip dinamis data base pengelolaan arsip inaktif,000.5.8,000.5
000.5.9,tersier,pengelolaan arsip statis,000: umum > 000.5: kearsipan > 000.5.9: pengelolaan arsip statis,umum kearsipan pengelolaan arsip statis,000.5,000
000.5.9.1,kuartier,akuisisi antara lain monitoring fisik dan daftar verifikasi terhadap daftar arsip menetapkan status arsip statis persetujuan untuk penyerahan penetapan arsip yang diserahkan berita acara penyerahan arsip daftar arsip yang diserahkan,000: umum > 000.5: kearsipan > 000.5.9: pengelolaan arsip statis > 000.5.9.1: akuisisi antara lain monitoring fisik dan daftar verifikasi terhadap daftar arsip menetapkan status arsip statis persetujuan untuk penyerahan penetapan arsip yang diserahkan berita acara penyerahan arsip daftar arsip yang diserahkan,umum kearsipan pengelolaan arsip statis akuisisi antara lain monitoring fisik dan daftar verifikasi terhadap daftar arsip menetapkan status arsip statis persetujuan untuk penyerahan penetapan arsip yang diserahkan berita acara penyerahan arsip daftar arsip yang diserahkan,000.5.9,000.5
000.5.9.2,kuartier,penghargaan dan imbalan,000: umum > 000.5: kearsipan > 000.5.9: pengelolaan arsip statis > 000.5.9.2: penghargaan dan imbalan,umum kearsipan pengelolaan arsip statis penghargaan dan imbalan,000.5.9,000.5
000.5.9.3,kuartier,sejarah lisan antara lain administrasi kegiatan berita acara wawancara sejarah lisan laporan kegiatan hasil wawancara kaset atau cd atau media lain sesuai perkembangan ti dan transkip,000: umum > 000.5: kearsipan > 000.5.9: pengelolaan arsip statis > 000.5.9.3: sejarah lisan antara lain administrasi kegiatan berita acara wawancara sejarah lisan laporan kegiatan hasil wawancara kaset atau cd atau media lain sesuai perkembangan ti dan transkip,umum kearsipan pengelolaan arsip statis sejarah lisan antara lain administrasi kegiatan berita acara wawancara sejarah lisan laporan kegiatan hasil wawancara kaset atau cd atau media lain sesuai perkembangan ti dan transkip,000.5.9,000.5
000.5.9.4,kuartier,daftar pencarian arsip statis antara lain pengumuman akuisisi daftar pencarian arsip statis,000: umum > 000.5: kearsipan > 000.5.9: pengelolaan arsip statis > 000.5.9.4: daftar pencarian arsip statis antara lain pengumuman akuisisi daftar pencarian arsip statis,umum kearsipan pengelolaan arsip statis daftar pencarian arsip statis antara lain pengumuman akuisisi daftar pencarian arsip statis,000.5.9,000.5
000.5.9.5,kuartier,menyusun sarana bantu temu balik antara lain daftar arsip statis inventaris arsip statis guide,000: umum > 000.5: kearsipan > 000.5.9: pengelolaan arsip statis > 000.5.9.5: menyusun sarana bantu temu balik antara lain daftar arsip statis inventaris arsip statis guide,umum kearsipan pengelolaan arsip statis menyusun sarana bantu temu balik antara lain daftar arsip statis inventaris arsip statis guide,000.5.9,000.5
000.5.9.6,kuartier,preservasi preventif antara lain penyimpanan pengendalian hama terpadu reproduksi alih media,000: umum > 000.5: kearsipan > 000.5.9: pengelolaan arsip statis > 000.5.9.6: preservasi preventif antara lain penyimpanan pengendalian hama terpadu reproduksi alih media,umum kearsipan pengelolaan arsip statis preservasi preventif antara lain penyimpanan pengendalian hama terpadu reproduksi alih media,000.5.9,000.5
000.5.9.7,kuartier,preservasi kuratif,000: umum > 000.5: kearsipan > 000.5.9: pengelolaan arsip statis > 000.5.9.7: preservasi kuratif,umum kearsipan pengelolaan arsip statis preservasi kuratif,000.5.9,000.5
000.5.9.8,kuartier,autentikasi arsip statis antara lain pembuktian autentisitas pendapat tenaga ahli pengujian penetapan autentisitas arsip statis,000: umum > 000.5: kearsipan > 000.5.9: pengelolaan arsip statis > 000.5.9.8: autentikasi arsip statis antara lain pembuktian autentisitas pendapat tenaga ahli pengujian penetapan autentisitas arsip statis,umum kearsipan pengelolaan arsip statis autentikasi arsip statis antara lain pembuktian autentisitas pendapat tenaga ahli pengujian penetapan autentisitas arsip statis,000.5.9,000.5
000.5.9.9,kuartier,akses arsip statis antara lain layanan arsip penerbitan naskah sumber,000: umum > 000.5: kearsipan > 000.5.9: pengelolaan arsip statis > 000.5.9.9: akses arsip statis antara lain layanan arsip penerbitan naskah sumber,umum kearsipan pengelolaan arsip statis akses arsip statis antara lain layanan arsip penerbitan naskah sumber,000.5.9,000.5
000.5.10,tersier,jasa kearsipan antara lain konsultasi kearsipan manual kearsipan penataan arsip otomasi kearsipan penyimpanan arsip perawatan dan pemeliharaan arsip,000: umum > 000.5: kearsipan > 000.5.10: jasa kearsipan antara lain konsultasi kearsipan manual kearsipan penataan arsip otomasi kearsipan penyimpanan arsip perawatan dan pemeliharaan arsip,umum kearsipan jasa kearsipan antara lain konsultasi kearsipan manual kearsipan penataan arsip otomasi kearsipan penyimpanan arsip perawatan dan pemeliharaan arsip,000.5,000
000.5.11,tersier,pengelolaan sikn dan jikn,000: umum > 000.5: kearsipan > 000.5.11: pengelolaan sikn dan jikn,umum kearsipan pengelolaan sikn dan jikn,000.5,000
000.5.12,tersier,pelindungan dan penyelamatan arsip akibat bencana,000: umum > 000.5: kearsipan > 000.5.12: pelindungan dan penyelamatan arsip akibat bencana,umum kearsipan pelindungan dan penyelamatan arsip akibat bencana,000.5,000
000.5.13,tersier,penyelamatan arsip perangkat daerah digabung dan atau dibubarkan,000: umum > 000.5: kearsipan > 000.5.13: penyelamatan arsip perangkat daerah digabung dan atau dibubarkan,umum kearsipan penyelamatan arsip perangkat daerah digabung dan atau dibubarkan,000.5,000
000.5.14,tersier,penerbitan izin penggunaan arsip yang bersifat tertutup,000: umum > 000.5: kearsipan > 000.5.14: penerbitan izin penggunaan arsip yang bersifat tertutup,umum kearsipan penerbitan izin penggunaan arsip yang bersifat tertutup,000.5,000
000.5.15,tersier,pengawasan kearsipan,000: umum > 000.5: kearsipan > 000.5.15: pengawasan kearsipan,umum kearsipan pengawasan kearsipan,000.5,000
000.5.15.1,kuartier,pengawasan kearsipan internal,000: umum > 000.5: kearsipan > 000.5.15: pengawasan kearsipan > 000.5.15.1: pengawasan kearsipan internal,umum kearsipan pengawasan kearsipan pengawasan kearsipan internal,000.5.15,000.5
000.5.15.2,kuartier,pengawasan kearsipan eksternal,000: umum > 000.5: kearsipan > 000.5.15: pengawasan kearsipan > 000.5.15.2: pengawasan kearsipan eksternal,umum kearsipan pengawasan kearsipan pengawasan kearsipan eksternal,000.5.15,000.5
000.5.15.3,kuartier,sanksi,000: umum > 000.5: kearsipan > 000.5.15: pengawasan kearsipan > 000.5.15.3: sanksi,umum kearsipan pengawasan kearsipan sanksi,000.5.15,000.5
000.6,sekunder,persandian,000: umum > 000.6: persandian,umum persandian,000,
000.6.1,tersier,kebijakan di bidang persandian yang dilakukan oleh pemerintah daerah,000: umum > 000.6: persandian > 000.6.1: kebijakan di bidang persandian yang dilakukan oleh pemerintah daerah,umum persandian kebijakan di bidang persandian yang dilakukan oleh pemerintah daerah,000.6,000
